year,month,mean_ci_mean,mean_ci_std,median_ci_mean,std_ci_mean,min_ci_min,max_ci_max,mean_dn_mean,mean_dn_std,median_dn_mean,std_dn_mean,min_dn_min,max_dn_max
2020,3,0.0003943236788615333,4.359867370732078e-05,0.00025740745497571923,0.00040394252390355294,6.677707623479695e-05,0.004487571694164119,52.4168474049038,3.951185195552716,50.8,31.738288598158306,1,157
2020,4,0.0003925385487231176,0.00010245705672960917,0.0002458183751999623,0.00043912752907105713,6.677707623479695e-05,0.0072922810778448905,50.922560873017076,8.069806738585056,48.25,31.938024651445296,1,175
2020,5,0.0007487200208888687,0.0003402759340772206,0.0004351515899557659,0.0010327927707202865,6.677707623479695e-05,0.013931548782293813,66.62227058131363,14.742268638661868,67.0,38.035804632530585,1,199
2020,6,0.0028206870745014086,0.0018224168775993021,0.002487656225229157,0.0021678036695169643,6.677707623479695e-05,0.013931548782293813,113.38185080981341,31.336375998498376,121.25,43.617424249778864,1,199
2020,7,0.0035829554090851144,0.0011106444101514844,0.00280871295228252,0.0031080742047448354,6.677707623479695e-05,0.04325012828782989,128.5931061043302,14.066438315578829,137.75,43.40601365513494,1,241
2020,8,0.003360976637594315,0.0016318725747686072,0.001987159352392137,0.0039039892626141436,6.677707623479695e-05,0.04443256654631229,114.96630304863723,20.735201447093303,117.8,49.51649057018305,1,242
2020,9,0.001911160522105426,0.0006322903501641557,0.0014117907675646442,0.0016736879126394168,6.677707623479695e-05,0.012173890749379723,103.50049795166144,17.44368413521695,109.5,43.26685261259363,1,194
2020,10,0.0005916454135489269,0.00022127813913351237,0.0002997462469212851,0.000702823471546742,6.677707623479695e-05,0.0067254508006298515,58.76021937506203,12.346218599540324,54.25,38.9037232847721,1,172
2020,11,0.00033987245624593254,0.00011306558543568145,0.00019962404330968545,0.0004704659270656473,6.677707623479695e-05,0.013199923066441688,44.641485949408505,8.032102364662544,40.8,30.7741485977886,1,197
2020,12,0.0003703479446231842,9.034085811277702e-05,0.0002294520468846893,0.00037781911906601274,6.677707623479695e-05,0.0049988188634573615,49.08489816376431,8.951130415485082,45.25,31.78111220863806,1,161
2021,1,0.00040910984205831235,9.352737087250817e-05,0.0002561588256207751,0.0004071174487536115,6.677707623479695e-05,0.005275885965362675,52.67288841942419,6.752277471960676,50.2,32.75023535415838,1,163
2021,2,0.00038073858270800136,9.129205372876745e-05,0.00024249839511342818,0.0003927094282205829,6.677707623479695e-05,0.007491648628402593,50.29128037339022,7.962176054147213,47.75,31.8947031181859,1,176
2021,3,0.0003916897555419003,6.641991951578577e-05,0.0002506329551539971,0.0004090517246524265,6.677707623479695e-05,0.010928823193440932,51.92006314329694,4.4439311420490375,49.75,31.824553195672152,1,190
2021,4,0.0006828475694919705,0.00012358124128643202,0.0003681213577483379,0.0008771282383708307,6.677707623479695e-05,0.009295856266680787,65.38442121803965,7.066443405490092,63.5,39.02033371316854,1,184
2021,5,0.0014764043429007538,0.0011160441194199631,0.0006685022548493534,0.0023548921080365987,6.677707623479695e-05,0.028858742295052624,81.20512637283726,22.461715678343502,80.6,42.906393529955594,1,226
2021,6,0.004471300270133687,0.0024932053628347315,0.003714568700027841,0.0035810945868379705,6.677707623479695e-05,0.017759281858445344,126.76828796299199,28.934488912118717,139.875,48.08986012930404,1,208
2021,7,0.0017605355497962404,0.0007624718833323037,0.0015301399075099407,0.00146243637733576,6.677707623479695e-05,0.011534569761210737,100.18947249520174,24.500530849249454,108.5,40.880112283023436,1,192
2021,8,0.0036234353991193347,0.0015968536295737933,0.002536196212335797,0.003552037820476447,6.677707623479695e-05,0.050847710161519684,125.18092630183155,12.181972116874805,134.4,45.36504479236058,1,247
2021,9,0.002971771968681389,0.0006751742663960429,0.0022817978705581103,0.0027473707406633235,6.677707623479695e-05,0.025907255011613735,115.71299989719236,8.29158733897939,130.0,51.67798875389793,1,222
2021,10,0.0019697847615516876,0.001393482548254978,0.0013319728355329888,0.002300676564338828,6.677707623479695e-05,0.03882678224095402,89.69364036956578,33.885032074729644,92.6,46.822125161394695,1,237
2021,11,0.0003302757778241988,4.1001227405021066e-05,0.00019493703931639997,0.000412272299517372,6.677707623479695e-05,0.008573287741366752,44.70431861051409,3.545391985128835,40.5,31.264385859319052,1,181
2021,12,0.0004101748421633231,7.178069327525389e-05,0.00024454740812558553,0.0004445451718584272,6.677707623479695e-05,0.0067254508006298515,52.09987478987982,6.5045314763328355,48.5,33.117108018241694,1,172
2022,1,0.000471523751534863,0.00017437923186710503,0.00029044736924714446,0.0005008448815700535,6.677707623479695e-05,0.009295856266680787,55.3636768436975,11.639834782759698,53.4,33.995470975249155,1,184
2022,2,0.0006171831184133674,0.00014893185991600813,0.0003894848719799178,0.0006324951708145169,6.677707623479695e-05,0.006546473285929751,65.54406549838454,7.0287671939638585,65.75,36.33301958611941,1,171
2022,3,0.00043501383798720463,4.5781181658673145e-05,0.0003062182526961887,0.0004072074951369929,6.677707623479695e-05,0.006909321476787905,56.89989393339154,3.671639042848883,57.25,31.77931441235806,1,173
2022,4,0.0004942051769240823,0.00017336292595071144,0.00029629948593428037,0.0005538196155506509,6.677707623479695e-05,0.0062026803395049835,56.730345334083964,9.793365815473829,54.5,34.73795860338183,1,169
2022,5,0.0012665697719728205,0.0007977013096598517,0.0007373689971300329,0.001895456473675994,6.677707623479695e-05,0.02734320383481737,81.10125333714122,15.012557444426383,85.9,42.54221328610255,1,224
2022,6,0.007341726468500539,0.0011890235761389506,0.007335954937255956,0.005572854428296102,6.677707623479695e-05,0.03129099693196857,152.04721129196412,2.983194213001838,175.0,52.99143743700278,1,229
2022,7,0.007286465306509037,0.0017338358487986828,0.0050376580822749486,0.007597134197828784,6.677707623479695e-05,0.058189067831025315,146.4930033395969,9.187599336699616,158.4,54.30712417881701,1,252
2022,8,0.0055918179232506355,0.0009754764727658662,0.002897609165615546,0.007058616432577589,6.677707623479695e-05,0.05977992970248461,133.43360960311648,5.461746160857259,140.25,55.00839579328035,1,253
2022,9,0.003335433879105656,0.0009328367166756708,0.001897248270051407,0.003571291472580452,6.677707623479695e-05,0.029647726798272152,112.74294503309808,12.776524656363783,120.75,56.64510678834108,1,227
2022,10,0.0038835425725340608,0.0012443835991827244,0.0013927631715297585,0.006214836856024359,6.677707623479695e-05,0.05977992970248461,109.23704007972597,9.103770627972265,112.2,59.49686902021563,1,253
2022,11,0.0003658593693654171,0.00015407520523557242,0.00020504241306174996,0.0004207228510002124,6.677707623479695e-05,0.014312430803509307,46.71966160293323,8.7245572032508,42.0,31.83727150818844,1,200
2022,12,0.0003404222428573532,3.3622052334721474e-05,0.0002153365031124021,0.00036701589752025066,6.677707623479695e-05,0.006909321476787905,47.38785913521008,3.0574386931035296,44.25,30.7780544561395,1,173
2023,1,0.0003341221447119966,6.251780811045054e-05,0.0002046705872273908,0.0003461991482102547,6.677707623479695e-05,0.004028611610130368,46.018338374299724,4.787050717440749,42.3,31.099078137034304,1,153
2023,2,0.0003679602312716537,4.5840516031279314e-05,0.00023499687182464886,0.0003811889796602712,6.677707623479695e-05,0.004610259803284842,49.82986035886854,3.7062634465090283,47.5,31.533010552049255,1,158
2023,3,0.0003555990928820332,3.100463801072873e-05,0.00023365679861113683,0.0003554778405692227,6.677707623479695e-05,0.007696466794452358,49.36492407862104,2.275805504906681,47.375,30.929716771899873,1,177
2023,4,0.00048608120544673067,7.081251882217378e-05,0.0003145310213628924,0.0005116758040397913,6.677707623479695e-05,0.007098219091147282,58.26084584312612,6.42901192991,57.5,34.20023571604512,1,174
2023,5,0.0017003917999961348,0.0012668673773292985,0.0013686112531993344,0.0015674079307057903,6.677707623479695e-05,0.01824481230988928,92.87449270267402,30.67717507734934,98.375,41.273883347331235,1,209
2023,6,0.00549659450945927,0.0017833779190927267,0.006055807530408014,0.0029928729857385695,6.677707623479695e-05,0.017286672330235658,149.75332616763194,15.786866139723475,164.25,40.201081193467374,1,207
2023,7,0.006314508267542538,0.0015766365982779237,0.0045763592935758185,0.005569319683899265,6.677707623479695e-05,0.05366602146220756,145.75990627837658,18.725508115498986,152.2,48.256385817461634,1,249
2023,8,0.004597031119188836,0.001227467070462091,0.0038172316399153598,0.0036606066089902903,6.677707623479695e-05,0.02661554723433558,138.32631652472722,12.667323154603528,149.5,45.217903928989074,1,223
2023,9,0.0021709857041740427,0.00029951897568946545,0.0010926892998576838,0.0025250545509973065,6.677707623479695e-05,0.019256058648191517,100.28860146396997,4.358015975390125,104.25,51.47301567434693,1,211
2023,10,0.002220356884266617,0.0009311551820960637,0.0005541816033654186,0.003045789040798949,6.677707623479695e-05,0.01594297628170528,84.7057319792629,16.946090736447204,75.7,58.54550384082994,1,204
2023,11,0.00038708553627358165,0.0001175313342037931,0.00020950508833835732,0.00048614018812876,6.677707623479695e-05,0.007906884593269861,48.23268114401907,5.274741229377337,43.25,32.91593406842423,1,178
2023,12,0.0004117440759358193,0.00011799457619057946,0.0002609579312203846,0.00042487003756650323,6.677707623479695e-05,0.005568309930770164,51.95324689193294,7.351210295751987,50.2,33.24960805680437,1,165
